,scientific name,alternative name,taxid,order,family,mass,trophic level,trophic niche,primary lifestyle,range size,habitat,habitat density,migration,evolutionary distinctiveness
902,Spheniscus magellanicus,,37081,Sphenisciformes,Spheniscidae,4105.1,Carnivore,Aquatic predator,Aquatic,940638.86,Marine,3,2,111.124594987266
903,Amazona ochrocephala auropalliata,Amazona ochrocephala,152277,Psittaciformes,Psittacidae,476.94,Herbivore,Omnivore,Insessorial,6626117.83,Forest,2,1,111.12459498674642
904,Larus cachinnans,,119609,Charadriiformes,Laridae,1111.89,Carnivore,Omnivore,Generalist,1659661.38,Coastal,3,3,111.1245949864913
905,Alectoris rufa,,9079,Galliformes,Phasianidae,527.86,Herbivore,Herbivore terrestrial,Terrestrial,953692.19,Shrubland,3,1,111.1245949865071
906,Phoenicopterus ruber ruber,Phoenicopterus ruber,9218,Phoenicopteriformes,Phoenicopteridae,3031.59,Carnivore,Aquatic predator,Terrestrial,241334.34,Coastal,3,1,111.12459498716318
907,Phalacrocorax brasilianus,,37046,Suliformes,Phalacrocoracidae,1239.29,Carnivore,Aquatic predator,Generalist,18288655.94,Wetland,3,1,111.12459498751538
908,Curruca conspicillata,Sylvia conspicillata,216227,Passeriformes,Sylviidae,9.0,Carnivore,Invertivore,Insessorial,1315716.19,Shrubland,2,3,111.12459498699609
909,Columba pulchricollis,,177143,Columbiformes,Columbidae,330.0,Herbivore,Frugivore,Insessorial,565151.19,Forest,3,1,111.12459498636984
910,Coscoroba coscoroba,,8863,Anseriformes,Anatidae,4294.78,Omnivore,Aquatic predator,Terrestrial,1907875.57,Wetland,3,2,111.1245949867915
911,Chloris chloris,Carduelis chloris,37601,Passeriformes,Fringillidae,26.0,Herbivore,Granivore,Generalist,10220595.83,Woodland,2,1,111.12459498699609
912,Haliaeetus leucogaster,,52645,Accipitriformes,Accipitridae,2827.01,Carnivore,Aquatic predator,Aerial,5127370.7,Coastal,2,1,111.12459498741433
913,Surnia ulula,,69940,Strigiformes,Strigidae,319.9,Carnivore,Vertivore,Insessorial,21131927.34,Grassland,3,2,111.12459498811435
914,Lophura erythrophthalma,,140443,Galliformes,Phasianidae,934.33,Omnivore,Omnivore,Terrestrial,1065487.04,Forest,1,1,111.12459498640348
915,Buteo brachyurus,,223853,Accipitriformes,Accipitridae,496.01,Carnivore,Vertivore,Aerial,14372802.04,Forest,1,1,111.12459498743166
916,Larus schistisagus,,119607,Charadriiformes,Laridae,1323.0,Carnivore,Omnivore,Generalist,1114985.14,Coastal,3,2,111.12459498648384
917,Chroicocephalus cirrocephalus,Larus cirrocephalus,1192863,Charadriiformes,Laridae,374.69,Carnivore,Aquatic predator,Aerial,6411818.5,Wetland,3,1,111.12459498699609
918,Accipiter striatus,,56330,Accipitriformes,Accipitridae,130.59,Carnivore,Vertivore,Aerial,,Forest,1,3,111.12459498741111
919,Pteridophora alberti,,681206,Passeriformes,Paradisaeidae,81.84,Herbivore,Frugivore,Insessorial,109282.79,Forest,1,2,111.12459498696036
920,Poicephalus gulielmi massaicus,Poicephalus gulielmi,1702108,Psittaciformes,Psittacidae,274.59,Herbivore,Omnivore,Insessorial,1483974.66,Forest,1,1,111.1245949871969
921,Pyrrhura frontalis,,211511,Psittaciformes,Psittacidae,72.0,Herbivore,Omnivore,Insessorial,1704534.47,Forest,1,1,111.1245949868607
922,Poicephalus rufiventris,,523728,Psittaciformes,Psittacidae,120.0,Herbivore,Omnivore,Insessorial,1544074.33,Shrubland,2,1,111.12459498686042
923,Quelea quelea,,187445,Passeriformes,Ploceidae,18.59,Herbivore,Granivore,Generalist,10621873.64,Grassland,3,2,111.1245949869219
924,Calidris mauri,,279941,Charadriiformes,Scolopacidae,27.82,Carnivore,Aquatic predator,Terrestrial,310485.3,Shrubland,3,3,111.1245949863267
925,Tadorna tadornoides,,45638,Anseriformes,Anatidae,1418.68,Omnivore,Omnivore,Terrestrial,3300063.22,Wetland,3,2,111.12459498656584
926,Cacatua haematuropygia,,141837,Psittaciformes,Cacatuidae,288.0,Herbivore,Granivore,Insessorial,22755.84,Forest,2,1,111.1245949872592
927,Pelecanus thagus,,1108811,Pelecaniformes,Pelecanidae,3427.84,Carnivore,Aquatic predator,Aerial,367189.12,Marine,3,1,111.12459498777518
928,Poecile palustris,Parus palustris,48890,Passeriformes,Paridae,11.14,Omnivore,Invertivore,Insessorial,9072135.09,Forest,1,1,111.12459498699609
929,Anser erythropus,,132586,Anseriformes,Anatidae,1755.5,Herbivore,Herbivore terrestrial,Terrestrial,2594919.27,Grassland,3,3,111.12459498669811
930,Psittacula finschii,,703991,Psittaciformes,Psittacidae,89.59,Herbivore,Omnivore,Insessorial,1639893.0,Forest,2,1,111.12459498686076
931,Dumetella carolinensis,,111981,Passeriformes,Mimidae,35.3,Omnivore,Invertivore,Insessorial,6824562.12,Shrubland,1,3,111.1245949872144
932,Oriolus oriolus,,181099,Passeriformes,Corvidae,79.0,Omnivore,Omnivore,Insessorial,13665114.77,Woodland,1,3,111.1245949870411
933,Somateria fischeri,,50367,Anseriformes,Anatidae,1557.16,Carnivore,Aquatic predator,Aquatic,1068843.97,Coastal,3,2,111.12459498656058
934,Oriolus chinensis,,409288,Passeriformes,Corvidae,82.6,Omnivore,Frugivore,Insessorial,5911861.17,Forest,2,2,111.12459498704511
935,Contopus sordidulus,,183522,Passeriformes,Tyrannidae,13.1,Carnivore,Invertivore,Insessorial,6939803.44,Forest,1,3,111.12459498704038
936,Hemiphaga novaeseelandiae,,262124,Columbiformes,Columbidae,653.0,Herbivore,Frugivore,Insessorial,208499.28,Forest,2,1,111.12459498619694
937,Pelecanus crispus,,36300,Pelecaniformes,Pelecanidae,9512.09,Carnivore,Aquatic predator,Aquatic,3326029.46,Wetland,3,2,111.12459498749506
938,Poecile atricapillus,Parus atricapillus,48891,Passeriformes,Paridae,10.8,Omnivore,Invertivore,Insessorial,9078514.18,Forest,1,1,111.12459498699609
939,Agapornis swindernianus,,1002726,Psittaciformes,Psittacidae,39.98,Herbivore,Omnivore,Generalist,1494870.12,Forest,1,1,111.1245949868618
940,Pyroderus scutatus,,114375,Passeriformes,Cotingidae,357.0,Omnivore,Frugivore,Insessorial,2116677.8,Forest,1,2,111.12459498769527
941,Ichthyaetus relictus,Larus relictus,328046,Charadriiformes,Laridae,490.2,Carnivore,Aquatic predator,Aerial,1411880.5,Wetland,3,3,111.12459498699609
942,Lorius chlorocercus,,471714,Psittaciformes,Psittaculidae,173.51,Herbivore,Omnivore,Insessorial,14033.51,Forest,1,1,111.1245949868227
943,Cecropis daurica,Hirundo daurica,317158,Passeriformes,Hirundinidae,22.2,Carnivore,Invertivore,Aerial,19153028.31,Grassland,3,3,111.12459498699609
944,Asio otus,,111810,Strigiformes,Strigidae,296.57,Carnivore,Vertivore,Aerial,27618929.92,Forest,2,2,111.12459498795646
